FIPS,X,Y,Year,SMOKING,POVERTY,PM25,NO2,SO2,RATE
6055,-2245548.226,2032658.383,2012,15.4,8.67,6.93,1.9,0.0,47.62
6057,-2092539.079,2082986.468,2012,16.4,9.13,6.06,0.56,0.0,36.5
6059,-1985466.246,1410112.568,2012,11.8,10.43,12.88,6.13,0.0,35.57
6061,-2095275.292,2056117.271,2012,15.0,6.63,6.76,0.91,0.0,40.42
6063,-2077853.747,2160535.286,2012,21.6,11.95,5.09,0.39,0.0,55.11
6065,-1825723.965,1379416.512,2012,17.1,13.49,7.42,1.55,0.0,41.89
6067,-2165232.168,2003551.843,2012,18.3,14.38,9.86,3.18,0.0,49.26
6069,-2196530.098,1798016.409,2012,15.8,10.64,7.77,1.21,0.0,35.37
6071,-1816367.501,1502728.206,2012,17.3,16.05,6.5,0.95,0.0,44.45
6073,-1909574.87,1316234.036,2012,13.7,12.3,8.11,2.14,0.0,39.93
6075,-2277693.471,1954457.212,2012,12.3,11.61,9.64,5.5,0.0,36.78
6077,-2174263.412,1946260.784,2012,19.0,15.83,10.11,3.39,0.0,51.35
6079,-2173681.929,1650773.455,2012,14.0,12.25,7.28,0.61,0.0,40.82
6081,-2278620.286,1915808.368,2012,11.4,6.57,7.82,3.72,0.0,34.37
6083,-2159883.062,1564375.929,2012,13.3,13.84,6.69,1.17,0.0,33.9
6085,-2230823.065,1880148.094,2012,11.2,8.59,8.1,4.49,0.0,31.62
6087,-2262112.52,1868462.954,2012,13.6,12.08,7.76,3.11,0.0,34.97
6089,-2153086.26,2269411.386,2012,23.0,15.55,4.8,0.45,0.0,60.2
6091,-2063687.245,2107644.402,2012,22.3,11.35,5.47,0.4,0.0,45.24
6093,-2167666.291,2370091.862,2012,21.2,17.8,4.13,0.34,0.0,57.77
6095,-2219662.938,1997853.508,2012,16.6,10.03,9.32,3.55,0.0,50.28
6097,-2291018.826,2048296.819,2012,16.5,9.31,5.59,1.37,0.0,42.06
6099,-2162312.621,1899377.574,2012,19.0,16.01,10.37,2.27,0.0,49.83
6101,-2176828.727,2074846.581,2012,19.2,14.43,8.23,2.27,0.0,49.13
6103,-2188079.389,2205051.276,2012,23.9,17.89,5.63,0.64,0.0,60.93
6105,-2242989.009,2281865.2,2012,23.5,17.52,4.38,0.35,0.0,62.35
6107,-2011603.864,1705935.249,2012,16.8,23.63,9.12,0.98,0.0,44.72
6109,-2060895.501,1927044.916,2012,22.3,13.07,7.68,0.39,0.0,48.35
6111,-2083748.361,1520098.026,2012,13.1,9.74,8.81,3.46,0.0,34.91
6113,-2204404.971,2042041.544,2012,14.0,14.47,8.42,2.77,0.0,44.7
6115,-2141537.715,2092413.039,2012,21.5,18.99,7.14,1.19,0.0,71.25
8001,-705894.5167,1903875.48,2012,18.7,11.57,6.42,1.55,0.0,39.58
8003,-854832.5112,1658999.349,2012,19.3,21.11,4.42,0.26,0.0,32.09
8005,-708156.3946,1878934.37,2012,17.2,8.99,6.49,1.44,0.0,39.58
8007,-969285.3187,1628883.604,2012,19.0,12.37,3.98,0.36,0.004,22.21
8009,-575413.0221,1606404.107,2012,22.0,17.97,6.54,0.35,0.001,51.0
8011,-614944.8062,1680647.802,2012,27.5,25.85,7.0,0.39,0.0,46.84
8013,-789556.0936,1936234.615,2012,18.7,10.49,5.41,1.5,0.0,39.58
8014,-765452.9655,1918247.481,2012,18.7,5.26,7.36,2.89,0.0,39.58
8015,-876002.4773,1793582.427,2012,21.6,12.26,4.09,0.21,0.0,33.05
8017,-567485.0652,1775404.607,2012,21.0,12.27,7.13,0.39,0.0,41.79
8019,-818288.5988,1893713.78,2012,18.8,7.3,4.7,0.81,0.0,30.72
8021,-894313.4405,1621249.279,2012,18.0,22.48,4.35,0.2,0.001,27.33
8023,-826731.4276,1622948.605,2012,20.4,26.43,4.58,0.24,0.0,28.39
8025,-673296.295,1727047.965,2012,25.9,37.53,7.48,0.47,0.0,37.85
8027,-812237.1275,1715109.678,2012,22.3,13.06,4.63,0.25,0.0,27.85
8029,-1017169.673,1822973.639,2012,24.0,14.27,4.11,0.29,0.0,44.44
8031,-752535.2617,1895398.468,2012,20.4,16.58,7.47,2.85,0.0,39.58
8033,-1089277.071,1706941.395,2012,22.1,13.25,3.77,0.26,0.003,34.97
8035,-761560.7898,1847660.142,2012,11.9,2.8,5.49,0.97,0.0,28.08
8037,-907828.0851,1896431.678,2012,13.7,7.02,4.15,0.24,0.0,16.75
8039,-694376.7348,1836771.668,2012,16.7,5.62,6.72,0.71,0.0,37.02
8041,-732217.7613,1789019.449,2012,18.0,10.47,6.74,0.71,0.0,41.79
8043,-814487.0698,1756371.693,2012,29.1,16.19,4.76,0.35,0.0,49.83
8045,-1010370.634,1905589.98,2012,19.1,8.55,4.21,0.35,0.0,36.89
8047,-806038.831,1911394.232,2012,20.5,6.35,4.8,1.03,0.0,36.97
8049,-853397.0214,1943920.336,2012,19.9,7.89,4.51,0.31,0.0,25.71
8051,-948768.7971,1792665.374,2012,14.2,12.94,3.99,0.21,0.0,29.79
8053,-982989.8362,1701269.516,2012,14.7,9.86,3.84,0.2,0.002,23.87
8055,-781576.3055,1664376.748,2012,21.1,22.48,5.34,0.3,0.0,44.13
8057,-865364.1963,2008714.743,2012,20.2,14.47,4.64,0.22,0.0,32.18
8059,-786087.6609,1878865.86,2012,18.7,7.06,5.95,1.92,0.0,39.58
8061,-582223.6306,1732072.027,2012,19.8,12.75,7.23,0.41,0.0,47.09
8063,-563665.1171,1828718.275,2012,23.8,13.95,6.71,0.53,0.001,43.93
8065,-883398.2697,1845706.888,2012,19.6,12.8,4.07,0.27,0.0,32.96
8067,-1037450.822,1647580.975,2012,16.9,11.08,4.03,0.59,0.011,30.61
8069,-791888.8373,2001069.799,2012,16.3,10.75,5.17,0.7,0.0,34.84
8071,-704874.223,1616067.79,2012,22.0,17.88,6.01,0.31,0.0,39.21
8073,-644193.1867,1798872.808,2012,23.7,16.72,7.47,0.43,0.0,39.19
8075,-595046.0267,1990421.107,2012,25.3,14.29,6.28,0.54,0.0,41.76
8077,-1066385.895,1847034.414,2012,21.6,12.05,4.17,0.36,0.0,52.57
8079,-952357.1057,1680561.859,2012,15.6,10.57,3.84,0.19,0.001,24.96
8081,-1021328.67,2022008.896,2012,23.0,10.27,5.13,0.39,0.001,47.23
8083,-1102273.11,1661903.56,2012,19.8,16.5,3.86,0.82,0.01,41.95
8085,-1058417.207,1776457.44,2012,21.8,13.23,4.02,0.3,0.0,46.45
8087,-657761.8652,1943459.992,2012,22.9,13.29,6.64,0.73,0.0,44.84
8089,-671363.7325,1679164.0,2012,23.9,20.61,6.91,0.39,0.0,41.48
8091,-1018936.481,1743361.799,2012,15.2,8.25,3.93,0.23,0.001,29.31
8093,-830931.5592,1830789.968,2012,20.0,7.92,4.47,0.33,0.0,28.08
8095,-533128.9017,1971382.704,2012,20.8,11.34,6.06,0.52,0.002,41.91
8097,-931742.6072,1852861.889,2012,13.5,5.46,4.04,0.22,0.0,13.59
8099,-556013.2083,1676518.427,2012,21.6,19.88,6.9,0.4,0.001,58.74
8101,-737686.9471,1715372.271,2012,23.0,16.81,6.69,0.59,0.0,47.49
8103,-1031338.464,1951228.166,2012,18.3,9.43,4.55,0.33,0.0,45.3
8105,-906423.8482,1665583.014,2012,19.3,18.25,4.11,0.2,0.001,31.22
8107,-921759.5471,1994620.387,2012,14.7,6.73,4.68,0.37,0.0,28.62
8109,-891489.6983,1720138.187,2012,21.5,27.15,4.09,0.23,0.0,29.88
8111,-1016284.352,1698857.061,2012,19.8,16.03,3.82,0.19,0.003,33.49
8113,-1075922.788,1733678.905,2012,12.7,9.23,3.87,0.23,0.001,22.66
8115,-530564.7454,2002858.7,2012,22.9,12.89,6.06,0.57,0.002,51.94
8117,-858784.8352,1891714.34,2012,14.4,7.29,4.24,0.31,0.0,11.18
8119,-786157.6261,1799617.447,2012,23.2,7.67,4.94,0.6,0.0,34.82
8121,-609104.7815,1906774.289,2012,21.6,12.32,6.53,0.58,0.0,34.19
8123,-703941.7425,1980180.672,2012,18.7,11.93,6.25,1.03,0.0,39.58
8125,-543238.3122,1905602.144,2012,21.1,12.83,6.44,0.54,0.001,45.4
9001,1861863.825,2251708.214,2012,14.9,7.61,9.86,3.54,0.001,41.05
9003,1900269.968,2323058.093,2012,17.9,9.91,9.58,2.41,0.001,48.88
9005,1859618.764,2311363.344,2012,19.2,5.76,9.25,2.23,0.001,49.1
9007,1925466.445,2289801.725,2012,17.4,5.51,9.41,2.5,0.001,49.67
9009,1894969.234,2276090.852,2012,19.1,10.49,9.76,2.97,0.001,53.18
9011,1959597.493,2301208.01,2012,18.8,7.33,9.23,1.97,0.003,54.46
9013,1930655.593,2336303.275,2012,16.2,5.88,9.09,2.15,0.002,48.05
9015,1959231.225,2340738.908,2012,21.1,9.51,8.94,2.09,0.004,60.61
10001,1737530.538,1972072.594,2012,24.4,11.93,13.42,3.42,0.011,68.97
10003,1719077.989,2024828.341,2012,19.9,9.39,14.13,4.95,0.011,56.56
10005,1762733.34,1928788.66,2012,24.6,11.63,12.29,3.6,0.009,59.3
11001,1620145.774,1926595.621,2012,19.6,17.8,13.51,5.45,0.02,49.56
12001,1315489.186,827901.3754,2012,16.7,19.53,9.96,0.88,0.016,58.16
12003,1312076.982,900951.5536,2012,28.0,15.19,10.36,0.85,0.012,85.42
12005,995258.6199,853221.6006,2012,24.2,13.51,10.37,0.5,0.005,75.25
12007,1329251.395,860692.8076,2012,27.0,18.33,10.03,0.94,0.016,78.13
12009,1495501.452,700690.5669,2012,23.4,10.78,7.25,0.66,0.001,63.07
12011,1557577.253,471887.7456,2012,17.7,12.12,6.15,1.24,0.0,46.97
12013,1033881.383,873281.0355,2012,28.7,21.18,10.31,0.52,0.004,77.11
12015,1403406.171,531558.6164,2012,24.4,10.37,7.88,0.64,0.001,51.65
12017,1317000.049,735647.0342,2012,26.5,14.03,9.65,1.11,0.02,69.77
12019,1358311.28,868759.325,2012,20.5,8.26,9.82,1.11,0.019,67.22
12021,1472615.201,453662.7502,2012,19.1,10.96,6.61,0.54,0.0,34.89
12023,1281686.126,884617.3776,2012,27.9,17.86,10.55,0.73,0.008,79.91
12027,1408911.28,563675.7766,2012,28.0,23.55,8.21,0.86,0.002,50.51
12029,1239772.687,809786.6245,2012,29.2,22.5,9.85,0.62,0.013,88.91
12031,1370331.521,909756.5798,2012,21.8,13.34,10.17,1.28,0.02,63.09
12033,824631.3619,881054.5827,2012,23.1,16.34,9.93,0.89,0.007,69.16
12035,1419083.978,819538.3368,2012,24.1,10.48,9.16,0.77,0.009,56.23
12037,1076837.48,817423.5247,2012,27.4,19.01,9.57,0.5,0.002,86.09
12039,1087116.299,898911.4128,2012,24.0,21.63,11.09,0.68,0.003,63.2
12041,1272333.213,827477.0658,2012,26.7,16.89,10.0,0.77,0.013,73.87
12043,1473964.911,547993.1469,2012,26.9,17.72,7.81,0.69,0.001,50.72
12045,1036391.81,822679.0985,2012,27.7,19.27,9.41,0.5,0.003,79.1
12047,1246538.941,910210.0622,2012,29.4,26.23,10.99,0.66,0.004,77.97
12049,1403894.266,597064.2683,2012,25.3,24.66,8.62,1.04,0.003,53.33
12051,1483240.652,504594.4412,2012,23.6,21.97,7.43,0.69,0.0,58.58
12053,1326721.959,704121.1111,2012,26.3,12.68,9.66,1.13,0.014,73.68
12055,1452456.606,587708.5576,2012,25.0,16.55,8.09,0.72,0.001,54.95
12057,1347964.378,637442.4355,2012,19.7,13.85,9.97,1.74,0.009,55.69
12059,969533.3415,917795.2169,2012,27.5,21.51,11.27,0.5,0.006,79.94
12061,1518430.276,637451.0149,2012,23.6,11.51,7.07,0.53,0.001,55.94
12063,1027167.535,916072.3147,2012,25.2,18.98,11.49,0.55,0.004,67.12
12065,1157367.237,891775.5316,2012,23.9,18.11,10.87,0.68,0.002,56.65
12067,1232027.785,850995.6519,2012,26.1,22.44,10.08,0.7,0.006,75.37
12069,1392522.882,736956.1657,2012,22.8,11.4,9.36,1.41,0.006,58.99
12071,1415805.915,496926.6662,2012,21.1,11.29,7.39,0.65,0.001,46.75
12073,1120704.524,889449.6751,2012,16.2,16.91,10.77,0.7,0.002,48.26
12075,1284149.804,783637.3072,2012,26.2,19.15,9.77,0.74,0.022,91.11
